Total Medinan Surahs,Total Meccan Surahs,Total Surahs,Number Of Roots,Number Of Lemmas,Total Verses,Number Of Stems,Number Of Unique Words,Number Of Words
25,89,114,1685,3382,6236,12183,18994,77430
